ID,year,region,wine,beer,vodka,champagne,brandy
409,2004,Republic of Tatarstan,3.4,42.9,13.7,0.7,0.2
410,2004,Tver Oblast,8.4,51.7,20.4,2,0.3
411,2004,Tomsk Oblast,7.2,47.9,13.4,0.7,0.1
412,2004,Tula Oblast,4.6,40.6,12.1,0.6,0.2
413,2004,Tyumen Oblast,4.9,94.5,18.6,1,0.5
414,2004,Udmurt Republic,5.4,36.4,12.4,0.4,0.2
415,2004,Ulyanovsk Oblast,5.5,45.3,10.4,0.8,0.3
416,2004,Khabarovsk Krai,4.3,53.4,14.6,0.9,0.4
417,2004,Republic of Khakassia,8.5,74.5,13.8,1.9,0.8
418,2004,Khanty–Mansi Autonomous Okrug – Yugra,4.9,94.5,18.6,1,0.5
419,2004,Chelyabinsk Oblast,6.1,81,17.5,1.3,0.8
420,2004,Chechen Republic,,,,,
421,2004,Chuvash Republic,4.4,39.7,10.9,0.5,0.2
422,2004,Chukotka Autonomous Okrug,3.4,10.8,12.4,1.9,1.1
423,2004,Sakha (Yakutia) Republic,5.2,30.9,15,1.2,0.3
424,2004,Yamalo-Nenets Autonomous Okrug,4.9,94.5,18.6,1,0.5
425,2004,Yaroslavl Oblast,3.9,63.6,18.9,0.4,0.1
426,2005,Republic of Adygea,4.4,29.7,10.4,1.1,0.4
427,2005,Altai Krai,2,58.6,10,1.1,0.2
428,2005,Amur Oblast,5.8,48.6,20.8,0.7,0.2
429,2005,Arkhangelsk Oblast,7.6,45.6,17.6,1.3,0.6
430,2005,Astrakhan Oblast,4.2,61.9,11,0.8,0.2
431,2005,Republic of Bashkortostan,2.2,43.1,10,0.6,0.2
432,2005,Belgorod Oblast,2.9,43.6,11.1,1.2,0.1
433,2005,Bryansk Oblast,6.1,33.6,8.6,0.6,0.2
434,2005,Republic of Buryatia,5.2,31.4,13.5,0.4,0.1
435,2005,Vladimir Oblast,3.4,50.6,16.9,1.3,0.3
436,2005,Volgograd Oblast,3.5,53.4,11.5,2,0.4
437,2005,Vologda Oblast,10.6,89.2,21.9,0.6,0.7
438,2005,Voronezh Oblast,3.5,48,13.8,1.4,0.3
439,2005,Republic of Dagestan,2.4,10.4,10.8,1.5,0.3
440,2005,Jewish Autonomous Oblast,3.7,59.1,7.1,0.4,0.1
441,2005,Zabaykalsky Krai,16.3,202.1,31,3,1.2
442,2005,Ivanovo Oblast,9,76.6,12.5,1,0.4
443,2005,Republic of Ingushetia,0.2,0.8,0.8,0.1,
444,2005,Irkutsk Oblast,7,58.4,23,1.7,0.9
445,2005,Kabardino-Balkar Republic,3.3,31.7,10.4,1.1,0.6
446,2005,Kaliningrad Oblast,11,70.5,15.9,1.5,1
447,2005,Republic of Kalmykia,4.9,25.1,7.8,1.6,0.2
448,2005,Kaluga Oblast,3.8,64.1,13.9,1.6,0.3
449,2005,Kamchatka Krai,8.6,50.5,22.8,2.1,1.4
450,2005,Karachay-Cherkess Republic,4.6,20.9,5.3,0.4,0.4
451,2005,Republic of Karelia,15,36.2,14.9,0.7,0.5
452,2005,Kemerovo Oblast,4.4,77.5,19.3,1.4,0.4
453,2005,Kirov Oblast,9.7,56.2,12.8,0.7,0.2
454,2005,Kostroma Oblast,5.7,38.2,19.7,0.5,0.1
455,2005,Krasnodar Krai,8.9,60.4,8.1,1.1,0.3
456,2005,Krasnoyarsk Krai,4.8,59.6,9.8,1,0.3
457,2005,Republic of Crimea,,,,,
458,2005,Kurgan Oblast,4.8,45.9,7.4,0.6,0.1
459,2005,Kursk Oblast,7.4,72.5,7.9,1.5,0.3
460,2005,Leningrad Oblast,10.9,66.7,23.2,3.9,0.8
461,2005,Lipetsk Oblast,3.1,57.1,10.5,0.8,0.2
462,2005,Magadan Oblast,6.7,40.2,16.5,2,0.7
463,2005,Mari El Republic,5.4,28.2,12.1,0.5,0.1
464,2005,Republic of Mordovia,5.2,37,9.9,0.4,0.1
465,2005,Moscow,6.4,108.5,24.2,3.7,1
466,2005,Moscow Oblast,7.3,32.3,19.8,1.1,1.1
467,2005,Murmansk Oblast,6.9,49.3,21.9,2.1,0.7
468,2005,Nenets Autonomous Okrug,7.6,45.6,17.6,1.3,0.6
469,2005,Nizhny Novgorod Oblast,6.9,60.1,11.9,1.4,0.3
470,2005,Novgorod Oblast,6.1,36.4,13.5,0.4,0.2
471,2005,Novosibirsk Oblast,2.6,81.8,7.8,0.3,0.2
472,2005,Omsk Oblast,4,28.2,9.2,0.7,0.3
473,2005,Orenburg Oblast,3.2,39,9.2,0.7,0.3
474,2005,Oryol Oblast,4.1,39.7,8,1.3,0.3
475,2005,Penza Oblast,10.2,54.3,7.7,1,0.2
476,2005,Perm Krai,8.2,70.1,12.1,0.9,0.4
477,2005,Primorsky Krai,5.2,53.7,15.9,1.6,0.6
478,2005,Pskov Oblast,12.8,63,9.8,0.9,0.2
479,2005,Altai Republic,6,27.1,11.7,1.2,0.1
480,2005,Komi Republic,9.6,70.7,26.7,1.2,0.6
481,2005,Tuva Republic,2.7,29,16.2,0.5,0.1
482,2005,Rostov Oblast,3.8,58.7,6.7,1.3,0.4
483,2005,Ryazan Oblast,4.2,57.6,9.3,1.2,0.2
484,2005,Samara Oblast,3.5,51.1,10.2,0.9,0.3
485,2005,Saint Petersburg,10.3,104.8,16.2,2.4,1.1
486,2005,Saratov Oblast,3.7,44.1,9.6,0.9,0.2
487,2005,Sakhalin Oblast,6.9,39.5,19.1,2.2,1
488,2005,Sverdlovsk Oblast,8.5,80.5,17.3,1,0.6
489,2005,Sevastopol,,,,,
490,2005,Republic of North Ossetia-Alania,2.2,16,3.4,0.5,0.1
491,2005,Smolensk Oblast,7.4,78.9,17.7,1.6,0.3
492,2005,Stavropol Krai,6.8,60.6,8,1.5,0.5
493,2005,Tambov Oblast,1.7,56.5,9.8,1.5,0.2
494,2005,Republic of Tatarstan,3.7,46.2,13.2,0.9,0.2
495,2005,Tver Oblast,7.4,52.5,19.8,2.2,0.3
496,2005,Tomsk Oblast,8,51.4,13.7,0.7,0.1
497,2005,Tula Oblast,4.6,41.8,11,0.7,0.2
498,2005,Tyumen Oblast,4.2,101.1,18.9,0.7,0.5
499,2005,Udmurt Republic,5.9,41.9,12.2,0.5,0.2
500,2005,Ulyanovsk Oblast,5.2,32.6,11.2,0.8,0.3
501,2005,Khabarovsk Krai,4.9,70.5,15.6,1,0.5
502,2005,Republic of Khakassia,12.2,73.6,16.5,2.3,0.8
503,2005,Khanty–Mansi Autonomous Okrug – Yugra,4.2,101.1,18.9,0.7,0.5
504,2005,Chelyabinsk Oblast,8,90.9,19.5,1.5,0.8
505,2005,Chechen Republic,,,,,
506,2005,Chuvash Republic,4.8,37.6,11.3,0.5,0.2
507,2005,Chukotka Autonomous Okrug,4,9.1,11.1,1.6,0.7
508,2005,Sakha (Yakutia) Republic,5.8,34.4,14,1.3,0.4
509,2005,Yamalo-Nenets Autonomous Okrug,4.2,101.1,18.9,0.7,0.5
510,2005,Yaroslavl Oblast,5.5,62.7,14.5,0.5,0.2
511,2006,Republic of Adygea,3.8,32.4,8.1,0.7,0.3
512,2006,Altai Krai,2.2,50.2,9.7,1,0.2
513,2006,Amur Oblast,5.9,54.8,19.3,0.8,0.3
514,2006,Arkhangelsk Oblast,8.6,43.1,16.9,1.4,0.7
515,2006,Astrakhan Oblast,3.9,59.8,9.6,0.7,0.2
516,2006,Republic of Bashkortostan,2.6,68.4,10.6,0.7,0.2
517,2006,Belgorod Oblast,2.7,46.5,12.4,1.4,0.1
518,2006,Bryansk Oblast,7.5,46.3,10.9,0.9,0.2
519,2006,Republic of Buryatia,5.1,45.2,13,0.5,0.1
520,2006,Vladimir Oblast,4.4,51.4,15.3,1.3,0.3
521,2006,Volgograd Oblast,3.3,60.3,9.5,1.9,0.4
522,2006,Vologda Oblast,7.7,85.2,17.5,0.8,0.6
523,2006,Voronezh Oblast,3.7,62.3,11.1,1.4,0.4
524,2006,Republic of Dagestan,2.9,6.9,11.7,1.3,0.4
525,2006,Jewish Autonomous Oblast,3.7,56.3,7.5,0.4,0.1
526,2006,Zabaykalsky Krai,13.7,207.3,31.7,3.1,1.3
527,2006,Ivanovo Oblast,10.7,99.9,11.1,1,0.4
528,2006,Republic of Ingushetia,0.3,0.9,1,0.1,
529,2006,Irkutsk Oblast,7.2,68.4,23,1.5,1
530,2006,Kabardino-Balkar Republic,2.5,38.1,6.6,1.2,0.5
531,2006,Kaliningrad Oblast,11.6,82.4,16.9,1.4,1
532,2006,Republic of Kalmykia,4.9,34,7.8,1.6,0.2
533,2006,Kaluga Oblast,5.9,96.6,11.3,3,0.4
534,2006,Kamchatka Krai,8,69.1,20.4,2.9,1.2
535,2006,Karachay-Cherkess Republic,3,22.1,5.6,0.4,0.4
536,2006,Republic of Karelia,14.7,40.9,15,0.8,0.5
537,2006,Kemerovo Oblast,4.3,87.8,19.7,1.3,0.4
538,2006,Kirov Oblast,9.5,66.8,12.9,0.9,0.2
539,2006,Kostroma Oblast,5.6,32.4,16.9,0.6,0.2
540,2006,Krasnodar Krai,8.3,59.3,7.2,1.1,0.5
541,2006,Krasnoyarsk Krai,4.4,65.9,9.6,1,0.3
542,2006,Republic of Crimea,,,,,
543,2006,Kurgan Oblast,5,56.9,6.9,0.6,0.2
544,2006,Kursk Oblast,5.4,81.4,7.2,1.3,0.3
545,2006,Leningrad Oblast,9.6,79.3,19.4,2.2,0.9
546,2006,Lipetsk Oblast,3.4,62.3,10.4,0.8,0.2
547,2006,Magadan Oblast,6.6,42.4,16.3,2.5,0.7
548,2006,Mari El Republic,6.3,28.5,12.9,0.7,0.2
549,2006,Republic of Mordovia,5.5,46.1,10.3,0.4,0.1
550,2006,Moscow,5.9,111,23.8,4.2,1.2
551,2006,Moscow Oblast,6.5,38.7,21.2,1.5,1.3
552,2006,Murmansk Oblast,8.3,51.2,19.3,2,0.8
553,2006,Nenets Autonomous Okrug,8.6,43.1,16.9,1.4,0.7
554,2006,Nizhny Novgorod Oblast,7.7,65.8,14.1,1.7,0.3
555,2006,Novgorod Oblast,6.4,41.6,15,0.4,0.2
556,2006,Novosibirsk Oblast,2.7,84.9,7.3,0.3,0.2
557,2006,Omsk Oblast,3.7,30.4,7.1,0.6,0.3
558,2006,Orenburg Oblast,3.3,46.4,10.3,0.8,0.3
559,2006,Oryol Oblast,3.9,44.7,7.7,1.3,0.3
560,2006,Penza Oblast,8.7,56.3,6.7,0.8,0.1
561,2006,Perm Krai,8.1,89.2,12.1,1.1,0.5
562,2006,Primorsky Krai,4.6,59.6,14.8,1.7,0.6
563,2006,Pskov Oblast,11.8,71.6,10,0.9,0.2
564,2006,Altai Republic,4,32.4,9.5,0.8,0.1
565,2006,Komi Republic,9.3,67.2,18.6,1.3,0.6
566,2006,Tuva Republic,1.8,49.2,11.6,0.3,0.1
567,2006,Rostov Oblast,3.3,57.3,5.6,1.3,0.4
568,2006,Ryazan Oblast,4,58.1,9.3,1.3,0.2
569,2006,Samara Oblast,3.8,60.8,9.3,1.3,0.3
570,2006,Saint Petersburg,7.6,125.3,16.4,2.4,1.4
571,2006,Saratov Oblast,4,57.8,8.8,0.8,0.2
572,2006,Sakhalin Oblast,6.2,54.5,17.1,1.9,1.1
573,2006,Sverdlovsk Oblast,8.8,96.1,19.7,0.9,0.6
574,2006,Sevastopol,,,,,
575,2006,Republic of North Ossetia-Alania,2.5,17.5,3.8,0.7,0.1
576,2006,Smolensk Oblast,7.4,66.2,17.8,1.8,0.3
577,2006,Stavropol Krai,7.3,72,6.3,1.4,0.6
578,2006,Tambov Oblast,2,57.9,9.7,1.3,0.2
579,2006,Republic of Tatarstan,3.1,68.3,13.6,0.8,0.2
580,2006,Tver Oblast,6.4,64.6,18.1,2.4,0.4
581,2006,Tomsk Oblast,6.3,61.2,13.4,0.6,0.1
582,2006,Tula Oblast,5,43.7,8.6,1.2,0.3
583,2006,Tyumen Oblast,3,106.6,19.8,0.6,0.4
584,2006,Udmurt Republic,6.8,51.3,13.4,0.6,0.2
585,2006,Ulyanovsk Oblast,4.5,49.5,7.9,0.9,0.4
586,2006,Khabarovsk Krai,4.3,85.7,14.4,1.4,0.6
587,2006,Republic of Khakassia,12.4,90.1,16.7,2.1,0.7
588,2006,Khanty–Mansi Autonomous Okrug – Yugra,3,106.6,19.8,0.6,0.4
589,2006,Chelyabinsk Oblast,8.2,103.9,16,1.5,0.9
590,2006,Chechen Republic,,,,,
591,2006,Chuvash Republic,4.6,46,14,0.9,0.2
592,2006,Chukotka Autonomous Okrug,5.5,11,17,2.1,0.7
593,2006,Sakha (Yakutia) Republic,6.3,39.4,12.9,1.1,0.4
594,2006,Yamalo-Nenets Autonomous Okrug,3,106.6,19.8,0.6,0.4
595,2006,Yaroslavl Oblast,5.7,66.8,14.7,0.6,0.3
596,2007,Republic of Adygea,4.1,31.6,6.8,0.7,0.5
597,2007,Altai Krai,2.5,52.8,6.9,1.2,0.2
598,2007,Amur Oblast,5.7,64.6,17.3,1,0.3
599,2007,Arkhangelsk Oblast,10.1,40.3,15.6,1.6,0.8
600,2007,Astrakhan Oblast,4.1,64,9.6,0.9,0.3
601,2007,Republic of Bashkortostan,3,68.7,11.1,0.9,0.2
602,2007,Belgorod Oblast,4.5,55.6,11,1.6,0.2
603,2007,Bryansk Oblast,7.5,60.4,9.6,1.1,0.2
604,2007,Republic of Buryatia,6.2,39.4,14.2,0.5,0.1
605,2007,Vladimir Oblast,6.9,51.7,12.6,1.4,0.4
606,2007,Volgograd Oblast,4.9,74.6,8.6,1.9,0.4
607,2007,Vologda Oblast,9.4,86.3,16.2,0.8,0.4
608,2007,Voronezh Oblast,4.7,74.3,11.9,1.5,0.5
609,2007,Republic of Dagestan,2.4,5.9,12.2,1.2,0.3
610,2007,Jewish Autonomous Oblast,4.4,52.3,9.1,0.9,0.4
611,2007,Zabaykalsky Krai,6.7,61.9,13.5,0.8,0.2
612,2007,Ivanovo Oblast,8.9,106.2,13.5,1.3,0.4
613,2007,Republic of Ingushetia,0.3,1,1,0.1,
614,2007,Irkutsk Oblast,5.4,76.7,11.6,1.1,0.3
615,2007,Kabardino-Balkar Republic,2.9,24.3,5.1,1,0.4
616,2007,Kaliningrad Oblast,12.3,73.8,17.3,1.6,0.9
617,2007,Republic of Kalmykia,4.8,29.3,8.1,0.6,0.3
618,2007,Kaluga Oblast,6.4,71.4,11.8,2.3,0.5
619,2007,Kamchatka Krai,7.8,69.6,18.6,3.3,1.5
620,2007,Karachay-Cherkess Republic,2,23,5.1,0.4,0.4
621,2007,Republic of Karelia,11.9,45.7,15.9,1.2,0.6
622,2007,Kemerovo Oblast,8.8,65.1,19.6,1.8,0.9
623,2007,Kirov Oblast,12.1,76,13.8,1.3,0.4
624,2007,Kostroma Oblast,7,53.7,15.8,0.9,0.4
625,2007,Krasnodar Krai,8.2,65.5,7.2,1.1,0.5
626,2007,Krasnoyarsk Krai,5.9,84.3,12.5,1.6,0.5
627,2007,Republic of Crimea,,,,,
628,2007,Kurgan Oblast,6.6,68,8,0.9,0.3
629,2007,Kursk Oblast,6.1,72.4,8,1.4,0.4
630,2007,Leningrad Oblast,8.5,73,13.6,1.9,1.1
631,2007,Lipetsk Oblast,6.9,72.5,10.5,1.1,0.3
632,2007,Magadan Oblast,7.3,42,16.3,3.2,0.9
633,2007,Mari El Republic,7.9,28.8,12.7,1,0.2
634,2007,Republic of Mordovia,5.6,47.4,8.9,0.7,0.2
635,2007,Moscow,7.3,101.4,22.9,4.8,1.5
636,2007,Moscow Oblast,8.2,67.4,16.9,2.3,1.4
637,2007,Murmansk Oblast,10.2,53,18.9,1.8,0.9
638,2007,Nenets Autonomous Okrug,10.1,40.3,15.6,1.6,0.8
639,2007,Nizhny Novgorod Oblast,7.1,70,12,1.8,0.5
640,2007,Novgorod Oblast,12.1,44,13.8,1.4,0.6
641,2007,Novosibirsk Oblast,5.3,91.8,16.8,1.6,0.5
642,2007,Omsk Oblast,3,104.2,8.2,0.5,0.2
643,2007,Orenburg Oblast,3.7,52,9.2,0.8,0.4
644,2007,Oryol Oblast,4.6,45.9,7.8,1.4,0.3
645,2007,Penza Oblast,10,55.2,7.6,0.9,0.2
646,2007,Perm Krai,8.8,91.4,13.3,1.2,0.6
647,2007,Primorsky Krai,4.9,66.8,13.5,1.9,0.7
648,2007,Pskov Oblast,10.2,64.7,11.3,1.3,0.4
649,2007,Altai Republic,4.8,39.4,10.5,0.7,0.3
650,2007,Komi Republic,11.2,88.3,15.6,1.8,0.7
651,2007,Tuva Republic,1.9,52.1,13.9,0.5,0.2
652,2007,Rostov Oblast,4.2,60.8,5.3,1.4,0.4
653,2007,Ryazan Oblast,5.7,60.6,9.5,1.2,0.3
654,2007,Samara Oblast,5.8,63.4,9.5,1.4,0.5
655,2007,Saint Petersburg,9.1,106.4,14,2.7,1.4
656,2007,Saratov Oblast,4.5,53.2,9,0.9,0.3
657,2007,Sakhalin Oblast,5.7,52.2,17.8,2.1,0.8
658,2007,Sverdlovsk Oblast,10.3,96.7,17.2,1.3,0.6
659,2007,Sevastopol,,,,,
660,2007,Republic of North Ossetia-Alania,2.5,15.7,3.9,0.6,0.1
661,2007,Smolensk Oblast,8.4,62.8,13.4,1.8,0.4
662,2007,Stavropol Krai,6.8,66.1,6.6,1.4,0.6
663,2007,Tambov Oblast,4.1,56.7,10.4,1,0.3
664,2007,Republic of Tatarstan,3.4,72.6,14.5,1.2,0.3
665,2007,Tver Oblast,6.5,71.5,16.5,2.4,0.4
666,2007,Tomsk Oblast,8.2,59.1,13.9,1.4,0.6
667,2007,Tula Oblast,5.4,43.6,8.6,1.6,0.4
668,2007,Tyumen Oblast,6.6,95.4,15.2,1.8,1.1
669,2007,Udmurt Republic,8,70.4,14.6,0.8,0.3
670,2007,Ulyanovsk Oblast,5.3,52.8,8.1,1.1,0.4
671,2007,Khabarovsk Krai,5,93.7,14.9,2.1,0.7
672,2007,Republic of Khakassia,10.7,73.1,15.3,1.2,1
673,2007,Khanty–Mansi Autonomous Okrug – Yugra,6.6,95.4,15.2,1.8,1.1
674,2007,Chelyabinsk Oblast,12,118.3,14.9,1.7,0.9
675,2007,Chechen Republic,,,,,
676,2007,Chuvash Republic,4.9,40.1,13.8,1.1,0.4
677,2007,Chukotka Autonomous Okrug,6.3,12.7,17.4,2.4,0.8
678,2007,Sakha (Yakutia) Republic,6.9,43.4,13.1,1.6,0.5
679,2007,Yamalo-Nenets Autonomous Okrug,6.6,95.4,15.2,1.8,1.1
680,2007,Yaroslavl Oblast,9.7,70.8,15.1,1.4,0.6
681,2008,Republic of Adygea,5.6,30.9,6.4,1.8,0.9
682,2008,Altai Krai,3.5,53.4,8.2,1.3,0.3
683,2008,Amur Oblast,6.5,71.1,13.8,1.2,0.5
684,2008,Arkhangelsk Oblast,10.7,38.9,16.6,1.6,0.9
685,2008,Astrakhan Oblast,5,67.5,9.1,0.9,0.4
686,2008,Republic of Bashkortostan,2.6,86.1,9.6,0.7,0.2
687,2008,Belgorod Oblast,5.6,57.9,10.1,1.2,0.3
688,2008,Bryansk Oblast,9.1,56.7,10.2,1.2,0.3
689,2008,Republic of Buryatia,6.6,42.9,13.6,0.7,0.1
690,2008,Vladimir Oblast,8.6,52.6,11.7,1.3,0.6
691,2008,Volgograd Oblast,5.9,91.8,7.3,1.5,0.5
692,2008,Vologda Oblast,10.1,89.5,17.5,1.1,0.6
693,2008,Voronezh Oblast,5.5,78.3,12.9,1.4,0.6
694,2008,Republic of Dagestan,3.1,6.6,12.9,0.7,0.3
695,2008,Jewish Autonomous Oblast,5.2,53.2,10,1,0.4
696,2008,Zabaykalsky Krai,6.9,64.1,13.7,0.9,0.3
697,2008,Ivanovo Oblast,11,104.5,11.7,1.3,0.4
698,2008,Republic of Ingushetia,,,,,
699,2008,Irkutsk Oblast,6.5,84.1,12,1.5,0.5
700,2008,Kabardino-Balkar Republic,3.4,25.8,5.2,0.6,0.4
701,2008,Kaliningrad Oblast,9.3,67.2,14.7,2,1.7
702,2008,Republic of Kalmykia,4.5,24.9,7.5,0.4,0.4
703,2008,Kaluga Oblast,7.7,64.6,10.8,1.9,0.7
704,2008,Kamchatka Krai,7.2,73.4,18.2,3.7,1.7
705,2008,Karachay-Cherkess Republic,1.9,27.8,3.7,0.4,0.5
706,2008,Republic of Karelia,14.3,50,17.4,1.4,0.8
707,2008,Kemerovo Oblast,9.3,68.5,17.6,1.6,0.7
708,2008,Kirov Oblast,13.1,84,14.5,1.4,0.5
709,2008,Kostroma Oblast,7.1,62.3,13.2,0.9,0.4
710,2008,Krasnodar Krai,8.7,67.4,7.4,1.3,0.6
711,2008,Krasnoyarsk Krai,6.4,89.2,12.2,1.7,0.6
712,2008,Republic of Crimea,,,,,
713,2008,Kurgan Oblast,9,81.1,9,1,0.4
714,2008,Kursk Oblast,6,69.1,7.7,1.2,0.4
715,2008,Leningrad Oblast,9,73.2,15.1,2.3,1.5
716,2008,Lipetsk Oblast,7.5,74.5,9,1.1,0.4
717,2008,Magadan Oblast,8.1,34.2,17.1,3.6,1.1
718,2008,Mari El Republic,9.9,29.2,13.2,1,0.3
719,2008,Republic of Mordovia,5.7,50.4,9.7,0.8,0.2
720,2008,Moscow,8.4,95.8,20.2,5,1.6
721,2008,Moscow Oblast,7.8,86,15.1,2.4,1.6
722,2008,Murmansk Oblast,10.6,54,17.7,2.7,1.3
723,2008,Nenets Autonomous Okrug,10.7,38.9,16.6,1.6,0.9
724,2008,Nizhny Novgorod Oblast,6.3,62.8,12.2,1.8,0.6
725,2008,Novgorod Oblast,14.5,54.6,14.4,1.8,0.8
726,2008,Novosibirsk Oblast,5.4,90.4,13.6,1.8,0.6
727,2008,Omsk Oblast,4.8,126.3,8.7,1,0.3
728,2008,Orenburg Oblast,4.5,70.1,9.3,0.9,0.4
729,2008,Oryol Oblast,5.1,61.1,8.8,1.7,0.4
730,2008,Penza Oblast,8.3,61.7,7.5,1,0.3
731,2008,Perm Krai,7.6,98.3,11.7,1.3,0.7
732,2008,Primorsky Krai,5.3,78.4,12.6,2.1,0.7
733,2008,Pskov Oblast,9.5,68.8,13.1,1.8,0.7
734,2008,Altai Republic,6,46.7,10.5,0.8,0.4
735,2008,Komi Republic,12.4,89.5,15.8,1.8,0.8
736,2008,Tuva Republic,2,58.8,15.3,0.6,0.3
737,2008,Rostov Oblast,5,55,5.5,1.6,0.5
738,2008,Ryazan Oblast,6.4,58,9.4,1.2,0.4
739,2008,Samara Oblast,6.4,63.9,10.7,1.7,0.6
740,2008,Saint Petersburg,10.4,125.9,12.5,3.6,2.1
741,2008,Saratov Oblast,6.1,32.7,8.6,1.5,0.6
742,2008,Sakhalin Oblast,8.1,64,19.2,3,1.5
743,2008,Sverdlovsk Oblast,10.1,97.7,16,1.5,0.9
744,2008,Sevastopol,,,,,
745,2008,Republic of North Ossetia-Alania,1.9,12.3,3.4,0.4,0.1
746,2008,Smolensk Oblast,9.3,60.7,14.1,2,0.6
747,2008,Stavropol Krai,6.8,65.5,6,1.5,0.7
748,2008,Tambov Oblast,4.8,59.9,9.7,1,0.3
749,2008,Republic of Tatarstan,3.3,76.7,14.6,1.2,0.4
750,2008,Tver Oblast,10.6,72.2,15.7,2.5,1
751,2008,Tomsk Oblast,8.6,67.8,13.6,1.4,0.7
752,2008,Tula Oblast,5.7,46.3,8.5,1.9,0.5
753,2008,Tyumen Oblast,7.2,93.4,15,1.8,1.1
754,2008,Udmurt Republic,9.1,77.2,14.6,1,0.4
755,2008,Ulyanovsk Oblast,6.8,41.1,8,1.3,0.4
756,2008,Khabarovsk Krai,6.5,99.6,16.8,2.9,1.1
757,2008,Republic of Khakassia,9.4,54.6,16.2,1.5,0.7
758,2008,Khanty–Mansi Autonomous Okrug – Yugra,7.2,93.4,15,1.8,1.1
759,2008,Chelyabinsk Oblast,12.4,129.4,15.3,1.7,0.6
760,2008,Chechen Republic,,,,,
761,2008,Chuvash Republic,5.6,39,15.3,1.2,0.5
762,2008,Chukotka Autonomous Okrug,8.4,16.7,23.1,3.2,1.3
763,2008,Sakha (Yakutia) Republic,7.6,44.5,13.5,2,0.6
764,2008,Yamalo-Nenets Autonomous Okrug,7.2,93.4,15,1.8,1.1
765,2008,Yaroslavl Oblast,10.4,71.1,13.9,1.3,0.7
766,2009,Republic of Adygea,6.8,31.5,7.4,1.6,1.2
767,2009,Altai Krai,3.8,51.6,8.5,1.4,0.3
768,2009,Amur Oblast,6.9,75.3,10.5,1.2,0.5
769,2009,Arkhangelsk Oblast,11.3,38.7,15.9,2.1,1.1
770,2009,Astrakhan Oblast,5.9,74,8.7,0.9,0.4
771,2009,Republic of Bashkortostan,2.4,80.8,9.1,1.5,0.2
772,2009,Belgorod Oblast,4.2,44.9,9.3,0.9,0.3
773,2009,Bryansk Oblast,10.5,55,10.5,1.4,0.3
774,2009,Republic of Buryatia,7.3,47.7,14.3,0.7,0.2
775,2009,Vladimir Oblast,8.5,51.4,11.7,1.3,0.6
776,2009,Volgograd Oblast,5.1,76.7,7.6,1.7,0.5
777,2009,Vologda Oblast,12.9,84.8,15.2,1.3,0.5
778,2009,Voronezh Oblast,7.1,73.9,13,1.8,0.6
779,2009,Republic of Dagestan,3.8,6.3,13.2,0.7,0.3
780,2009,Jewish Autonomous Oblast,5.5,58.4,10.7,1.1,0.4
781,2009,Zabaykalsky Krai,6.5,66.8,13.8,1,0.4
782,2009,Ivanovo Oblast,10.9,100.2,10.8,1.3,0.5
783,2009,Republic of Ingushetia,,,0.1,,
784,2009,Irkutsk Oblast,6.3,92.2,11.4,1.3,0.4
785,2009,Kabardino-Balkar Republic,3.2,30.2,3.7,0.4,0.4
786,2009,Kaliningrad Oblast,7.6,62.7,10.5,1.9,1.6
787,2009,Republic of Kalmykia,4,26.8,6.9,0.3,0.4
788,2009,Kaluga Oblast,7.4,50.1,10.2,1.5,0.8
789,2009,Kamchatka Krai,7.6,75,17.5,3.9,1.8
790,2009,Karachay-Cherkess Republic,1.5,29.1,2.8,0.4,0.5
791,2009,Republic of Karelia,13.6,52.4,16.4,1.4,1
792,2009,Kemerovo Oblast,9.2,62.5,13.9,1.3,0.7
793,2009,Kirov Oblast,13.4,77,14.2,1.4,0.5
794,2009,Kostroma Oblast,7.5,60.8,12.4,1,0.4
795,2009,Krasnodar Krai,7.8,58.2,6.4,1.4,0.6
796,2009,Krasnoyarsk Krai,6.4,90,11.6,1.6,0.6
797,2009,Republic of Crimea,,,,,
798,2009,Kurgan Oblast,9.1,84,9,0.9,0.3
799,2009,Kursk Oblast,6.4,70.1,8.4,1.2,0.4
800,2009,Leningrad Oblast,10.8,74.7,18.8,2.4,1.9
801,2009,Lipetsk Oblast,7.9,70.7,9.3,1.2,0.4
802,2009,Magadan Oblast,8.8,41.5,20.8,3.8,1.2
803,2009,Mari El Republic,11.7,29.3,12.2,1,0.3
804,2009,Republic of Mordovia,6,51.2,9.9,0.9,0.2
805,2009,Moscow,9.4,79.7,19.3,4.8,1.8
806,2009,Moscow Oblast,7.5,100.6,13.5,2.3,1.4
807,2009,Murmansk Oblast,10.1,50.3,15.3,2.9,1.4
808,2009,Nenets Autonomous Okrug,11.3,38.7,15.9,2.1,1.1
809,2009,Nizhny Novgorod Oblast,6.7,58.9,11.8,1.8,0.6
810,2009,Novgorod Oblast,14.8,49.1,14,1.8,0.8
811,2009,Novosibirsk Oblast,5.2,78.8,11.2,1.7,0.6
812,2009,Omsk Oblast,5,116.7,7.8,1,0.3
813,2009,Orenburg Oblast,4.2,75.6,7.5,0.9,0.2
814,2009,Oryol Oblast,5.7,58.8,9.1,1.7,0.5
815,2009,Penza Oblast,8.8,58.6,7.4,1.1,0.3
816,2009,Perm Krai,7.2,84.6,10.9,1.2,0.6
817,2009,Primorsky Krai,5.6,69.8,11.7,2.3,0.8
