ID,year,region,npg,birth_rate,death_rate,gdw,urbanization
793,2009,Kirov Oblast,-5.2,11.4,17.1,61.17,73.3
794,2009,Kostroma Oblast,-5.4,11.8,17.6,63.16,69.4
795,2009,Krasnodar Krai,-1.3,12.4,13.5,65.06,52.8
796,2009,Krasnoyarsk Krai,0.2,13.2,13.3,55.49,75.8
797,2009,Republic of Crimea,,,,,
798,2009,Kurgan Oblast,-3.1,12.6,16.2,65.35,59.5
799,2009,Kursk Oblast,-6.8,10.8,17.8,65.35,64.2
800,2009,Leningrad Oblast,-7.8,9.2,16.3,59.87,65.9
801,2009,Lipetsk Oblast,-5.6,10.9,16.2,63.58,63.4
802,2009,Magadan Oblast,-1.2,12.1,13.5,45.84,94.9
803,2009,Mari El Republic,-2.2,12.7,14.9,55.79,62.9
804,2009,Republic of Mordovia,-5.9,9.8,15.5,58.62,59.6
805,2009,Moscow,-0.4,11,10.6,55.29,100
806,2009,Moscow Oblast,-4.9,11,15.3,59.48,80.2
807,2009,Murmansk Oblast,-1.2,10.8,12.5,49.27,92.7
808,2009,Nenets Autonomous Okrug,4.8,16.5,11.8,54.26,67.2
809,2009,Nizhny Novgorod Oblast,-6.6,10.9,17.4,62.66,78.6
810,2009,Novgorod Oblast,-9.2,11.2,20.4,65.53,71.2
811,2009,Novosibirsk Oblast,-1.2,12.9,14,57.7,76.6
812,2009,Omsk Oblast,-0.9,12.7,13.8,57.04,71.2
813,2009,Orenburg Oblast,-0.5,13.3,14.3,60.4,59.2
814,2009,Oryol Oblast,-6.2,10.4,17,64.86,65.4
815,2009,Penza Oblast,-5.5,10.3,15.6,63.54,66.6
816,2009,Perm Krai,-1.7,13.3,15.3,60.39,75.2
817,2009,Primorsky Krai,-2,11.8,14,56.22,75.9
818,2009,Pskov Oblast,-10.5,10.4,21.1,65.23,69.6
819,2009,Altai Republic,8.4,20.3,12.2,61.42,27.1
820,2009,Komi Republic,-0.4,12.4,13.3,50.65,76.3
821,2009,Tuva Republic,14.5,26.1,12,63.97,51.9
822,2009,Rostov Oblast,-3.8,10.9,14.5,62.43,67
823,2009,Ryazan Oblast,-7.7,10.1,17.7,66.59,70.5
824,2009,Samara Oblast,-3.3,11.5,14.6,60.07,80.2
825,2009,Saint Petersburg,-2.8,11.3,13.5,58.77,100
826,2009,Saratov Oblast,-4.3,10.7,15.2,62.83,74.3
827,2009,Sakhalin Oblast,-2.4,12.1,14.7,52.8,79.3
828,2009,Sverdlovsk Oblast,-1.5,12.8,14.6,60.1,83.6
829,2009,Sevastopol,,,,,
830,2009,Republic of North Ossetia-Alania,2.9,14.3,11.2,66.3,63.6
831,2009,Smolensk Oblast,-8.4,10.8,18.7,59.87,72.3
832,2009,Stavropol Krai,-1.1,12.1,12.9,61.79,56.9
833,2009,Tambov Oblast,-8,9.3,17.1,65.87,58.4
834,2009,Republic of Tatarstan,-0.3,12.4,12.7,59.35,75
835,2009,Tver Oblast,-8.9,11.1,19.9,66.57,74.2
836,2009,Tomsk Oblast,0.3,13.2,12.9,54.47,69.6
837,2009,Tula Oblast,-9.9,9.5,19.1,66.53,79.8
838,2009,Tyumen Oblast,6.7,15.5,9,54.86,64
839,2009,Udmurt Republic,0.6,13.8,13.2,57.43,69.2
840,2009,Ulyanovsk Oblast,-4.4,10.5,14.9,59.8,73.5
841,2009,Khabarovsk Krai,-1.1,12.5,14.2,54.53,81.7
842,2009,Republic of Khakassia,1.5,15,13.6,57.87,70.7
843,2009,Khanty–Mansi Autonomous Okrug – Yugra,9,15.6,6.7,41.66,91.3
844,2009,Chelyabinsk Oblast,-1.3,13,14.4,61.05,81.9
845,2009,Chechen Republic,23.8,29.1,5.4,70.85,35.9
846,2009,Chuvash Republic,-1.1,12.6,13.9,58.52,57.8
847,2009,Chukotka Autonomous Okrug,1.2,14.2,12.4,44.57,64.7
848,2009,Sakha (Yakutia) Republic,7,16.8,9.8,53.72,64.4
849,2009,Yamalo-Nenets Autonomous Okrug,9.7,15.1,5.6,39.65,84.7
850,2009,Yaroslavl Oblast,-5.7,10.9,16.9,64.88,82
851,2010,Republic of Adygea,-1.2,12.9,14.1,68.34,51
852,2010,Altai Krai,-2.3,12.7,15,62.72,54.3
853,2010,Amur Oblast,-1.5,13.8,15.3,58.76,66.5
854,2010,Arkhangelsk Oblast,-2,12.4,14.6,60.63,75.5
855,2010,Astrakhan Oblast,0.7,14.2,13.5,61.37,66.7
856,2010,Republic of Bashkortostan,0.6,14,13.4,61.12,60.3
857,2010,Belgorod Oblast,-3.5,10.9,14.4,63.16,65.9
858,2010,Bryansk Oblast,-6.3,10.7,17,64.53,69
859,2010,Republic of Buryatia,4.3,17,12.7,59.33,57.8
860,2010,Vladimir Oblast,-7.2,10.8,18,65.92,77.5
861,2010,Volgograd Oblast,-3.4,11.3,14.7,64.35,75.7
862,2010,Vologda Oblast,-4.2,12.5,16.7,61.97,70
863,2010,Voronezh Oblast,-6.8,10.2,17,65.87,62.1
864,2010,Republic of Dagestan,12.1,18,5.9,60.93,44.8
865,2010,Jewish Autonomous Oblast,-1.9,13.6,15.5,59.62,67.3
866,2010,Zabaykalsky Krai,2.1,15.9,13.8,59.46,65.5
867,2010,Ivanovo Oblast,-8,10.4,18.4,65.95,80.8
868,2010,Republic of Ingushetia,22.6,27.1,4.5,66.25,42.7
869,2010,Irkutsk Oblast,0.8,15.2,14.4,61.21,79.4
870,2010,Kabardino-Balkar Republic,5.2,14.6,9.4,58.3,54.7
871,2010,Kaliningrad Oblast,-2.8,11.4,14.2,58.95,77.2
872,2010,Republic of Kalmykia,4.3,15.3,11,56.04,44.1
873,2010,Kaluga Oblast,-5.5,11,16.5,63.34,75.2
874,2010,Kamchatka Krai,-0.6,12,12.6,51.44,78.3
875,2010,Karachay-Cherkess Republic,2.9,12.9,10,61.17,43.7
876,2010,Republic of Karelia,-4.1,12.1,16.2,61.44,77.7
877,2010,Kemerovo Oblast,-3,13.1,16.1,61.7,85.3
878,2010,Kirov Oblast,-5,11.7,16.7,63.51,73.6
879,2010,Kostroma Oblast,-5.6,12.1,17.7,65.26,69.6
880,2010,Krasnodar Krai,-1.3,12.2,13.5,66.35,52.8
881,2010,Krasnoyarsk Krai,0.1,13.6,13.5,57.18,76
882,2010,Republic of Crimea,,,,,
883,2010,Kurgan Oblast,-3.1,12.9,16,67.59,59.9
884,2010,Kursk Oblast,-6.5,11.1,17.6,66.69,64.7
885,2010,Leningrad Oblast,-7,8.8,15.8,61.41,65.8
886,2010,Lipetsk Oblast,-5.8,10.9,16.7,65.1,63.5
887,2010,Magadan Oblast,-1.5,11.5,13,48.48,95.2
888,2010,Mari El Republic,-2.5,12.7,15.2,57.62,63
889,2010,Republic of Mordovia,-6.2,9.5,15.7,59.79,60.1
890,2010,Moscow,-0.3,10.7,11,56.83,100
891,2010,Moscow Oblast,-4.5,10.9,15.4,60.57,80.2
892,2010,Murmansk Oblast,-0.2,11.7,11.9,51.35,92.7
893,2010,Nenets Autonomous Okrug,4.7,16.6,11.9,56.93,67
894,2010,Nizhny Novgorod Oblast,-7,10.9,17.9,64.13,78.8
895,2010,Novgorod Oblast,-8.7,11.3,20,67.54,70.5
896,2010,Novosibirsk Oblast,-0.7,13.2,13.9,59.05,76.9
897,2010,Omsk Oblast,-0.7,13.2,13.9,58.43,71.2
898,2010,Orenburg Oblast,-0.5,14,14.5,61.84,59.4
899,2010,Oryol Oblast,-6.4,11,17.4,66.32,65.4
900,2010,Penza Oblast,-5.7,10.2,15.9,65,66.8
901,2010,Perm Krai,-1.2,14.1,15.3,62.45,74.8
902,2010,Primorsky Krai,-2.5,11.8,14.3,57.73,76
903,2010,Pskov Oblast,-10.7,10.5,21.2,67.13,69.8
904,2010,Altai Republic,8.3,20.5,12.2,64.19,27.5
905,2010,Komi Republic,-0.2,12.9,13.1,52.89,76.6
906,2010,Tuva Republic,15.2,26.8,11.6,65.95,52.4
907,2010,Rostov Oblast,-3.8,10.9,14.7,63.61,67.1
908,2010,Ryazan Oblast,-7.9,10.2,18.1,67.89,70.7
909,2010,Samara Oblast,-3.6,11.6,15.2,61.58,80.2
910,2010,Saint Petersburg,-2,11.4,13.4,59.91,100
911,2010,Saratov Oblast,-4.9,10.8,15.7,64.2,74.4
912,2010,Sakhalin Oblast,-2.8,12.1,14.9,55.51,79.5
913,2010,Sverdlovsk Oblast,-0.9,13.4,14.3,62.22,83.7
914,2010,Sevastopol,,,,,
915,2010,Republic of North Ossetia-Alania,3.6,14.5,10.9,67.2,63.7
916,2010,Smolensk Oblast,-8,10.4,18.4,61.41,72.4
917,2010,Stavropol Krai,-0.5,11.9,12.4,62.54,57
918,2010,Tambov Oblast,-8,9.5,17.5,67.1,58.5
919,2010,Republic of Tatarstan,-0.2,12.9,13.1,60.53,75.2
920,2010,Tver Oblast,-9.2,10.9,20.1,68,74.5
921,2010,Tomsk Oblast,0.4,13,12.6,55.71,70
922,2010,Tula Oblast,-9.8,9.5,19.3,67.92,79.7
923,2010,Tyumen Oblast,7.1,15.8,9,56.78,59.9
924,2010,Udmurt Republic,0.3,14.2,13.9,59.64,69.3
925,2010,Ulyanovsk Oblast,-5.1,10.6,15.7,61.32,73.3
926,2010,Khabarovsk Krai,-1.7,12.9,14.6,56.22,81.8
927,2010,Republic of Khakassia,1.2,15,13.8,60.04,67.8
928,2010,Khanty–Mansi Autonomous Okrug – Yugra,9.6,16.4,6.8,43.49,91.4
929,2010,Chelyabinsk Oblast,-1,13.4,14.4,62.96,81.9
930,2010,Chechen Republic,24.3,29.9,5.6,72.42,36.8
931,2010,Chuvash Republic,-1.6,12.9,14.5,59.96,58.3
932,2010,Chukotka Autonomous Okrug,0.9,14.7,13.8,47.11,64.6
933,2010,Sakha (Yakutia) Republic,7,16.8,9.8,55.22,64.4
934,2010,Yamalo-Nenets Autonomous Okrug,10.3,15.8,5.5,41.47,84.7
935,2010,Yaroslavl Oblast,-6,11.2,17.2,67.03,82.1
936,2011,Republic of Adygea,-1.2,12.6,13.8,69.86,50.9
937,2011,Altai Krai,-1.9,12.7,14.6,65.04,54.8
938,2011,Amur Oblast,-1.2,13.6,14.8,60.63,66.9
939,2011,Arkhangelsk Oblast,-1.7,12.1,13.9,63.07,76
940,2011,Astrakhan Oblast,1.2,14.2,13,62.83,66.7
941,2011,Republic of Bashkortostan,0.4,13.8,13.4,62.42,60.6
942,2011,Belgorod Oblast,-3,11.1,14.1,64.29,66.2
943,2011,Bryansk Oblast,-5.2,10.9,16.1,65.84,69.1
944,2011,Republic of Buryatia,4.3,17,12.7,61.43,58.5
945,2011,Vladimir Oblast,-6.2,10.9,17.1,67.49,77.7
946,2011,Volgograd Oblast,-2.6,11.2,13.8,65.64,76
947,2011,Vologda Oblast,-2.7,13,15.7,64.04,70.8
948,2011,Voronezh Oblast,-5.7,10.2,15.9,66.41,65.5
949,2011,Republic of Dagestan,12.9,18.7,5.8,60.74,45.2
950,2011,Jewish Autonomous Oblast,-1.3,14.2,15.5,61.09,67.8
951,2011,Zabaykalsky Krai,2.2,15.5,13.3,60.87,66
952,2011,Ivanovo Oblast,-6.5,10.4,16.9,67.49,81
953,2011,Republic of Ingushetia,23,27,4,67.37,38.4
954,2011,Irkutsk Oblast,1.3,15.3,14,62.86,79.6
955,2011,Kabardino-Balkar Republic,5.6,15,9.4,59.41,54.4
956,2011,Kaliningrad Oblast,-1.5,11.8,13.3,60.17,77.6
957,2011,Republic of Kalmykia,4.5,14.6,10.1,57.83,44.1
958,2011,Kaluga Oblast,-4.5,10.9,15.4,64.95,76.3
959,2011,Kamchatka Krai,0.4,12.5,12.1,52.88,77.4
960,2011,Karachay-Cherkess Republic,3.3,13.2,9.9,62.57,43.3
961,2011,Republic of Karelia,-2.8,12,14.8,63.73,78.1
962,2011,Kemerovo Oblast,-2.8,12.7,15.5,63.84,85.4
963,2011,Kirov Oblast,-3.9,11.9,15.8,65.95,74.1
964,2011,Kostroma Oblast,-4.3,12.3,16.6,67.26,70
965,2011,Krasnodar Krai,-1.3,12.2,13.5,67.53,52.9
966,2011,Krasnoyarsk Krai,0.5,13.5,13,58.71,76.4
967,2011,Republic of Crimea,,,,,
968,2011,Kurgan Oblast,-2.9,12.8,15.7,69.92,60.3
969,2011,Kursk Oblast,-5.3,11.5,16.8,67.9,65.4
970,2011,Leningrad Oblast,-6.1,8.6,14.7,63.03,65.7
971,2011,Lipetsk Oblast,-4.5,10.7,15.2,66.6,63.7
972,2011,Magadan Oblast,-1.4,11.6,13,50.85,95.5
973,2011,Mari El Republic,-1.1,13.1,14.2,59.56,63.2
974,2011,Republic of Mordovia,-5.3,9.5,14.8,61.06,60.6
975,2011,Moscow,1.1,10.8,9.7,57.72,100
976,2011,Moscow Oblast,-3.1,11,14.1,61.37,80.1
977,2011,Murmansk Oblast,0,11.5,11.5,53.15,92.8
978,2011,Nenets Autonomous Okrug,4.7,15.2,10.5,58.99,67.9
979,2011,Nizhny Novgorod Oblast,-5.4,11,16.4,65.32,78.9
980,2011,Novgorod Oblast,-7.1,11.3,18.4,69.49,70.7
981,2011,Novosibirsk Oblast,-0.5,13.1,13.6,60.6,77.3
982,2011,Omsk Oblast,0.1,13.6,13.5,60,71.5
983,2011,Orenburg Oblast,-0.4,13.9,14.3,63.43,59.7
984,2011,Oryol Oblast,-5.8,10.5,16.3,67.73,65.5
985,2011,Penza Oblast,-5.1,10.1,15.2,66.62,67.2
986,2011,Perm Krai,-0.6,14.1,14.7,64.48,75
987,2011,Primorsky Krai,-2.1,12,14.1,58.8,76.1
988,2011,Pskov Oblast,-8.9,10.5,19.4,69.02,70.2
989,2011,Altai Republic,10.5,22.7,12.2,66.73,27.7
990,2011,Komi Republic,0.7,13.1,12.4,55.02,77
991,2011,Tuva Republic,16.5,27.5,11,68.03,53.1
992,2011,Rostov Oblast,-3.4,10.9,14.3,64.66,67.3
993,2011,Ryazan Oblast,-6.2,10.2,16.4,69.34,70.9
994,2011,Samara Oblast,-2.9,11.5,14.4,62.8,80.3
995,2011,Saint Petersburg,-0.9,11.6,12.5,60.19,100
996,2011,Saratov Oblast,-3.8,10.7,14.5,65.48,74.6
997,2011,Sakhalin Oblast,-2.4,11.8,14.2,57.47,79.8
998,2011,Sverdlovsk Oblast,-0.6,13.5,14.1,64.08,83.9
999,2011,Sevastopol,,,,,
1000,2011,Republic of North Ossetia-Alania,3.7,14.6,10.9,67.9,63.8
1001,2011,Smolensk Oblast,-6.4,10.4,16.8,63.03,72.7
1002,2011,Stavropol Krai,-0.5,11.8,12.3,63.52,57.2
1003,2011,Tambov Oblast,-7.1,9.3,16.4,68.38,58.7
1004,2011,Republic of Tatarstan,1,13.4,12.4,61.76,75.4
1005,2011,Tver Oblast,-7.7,11,18.7,69.43,74.8
1006,2011,Tomsk Oblast,0.8,13,12.2,57.48,70.3
1007,2011,Tula Oblast,-8.3,9.4,17.7,69.27,79.4
1008,2011,Tyumen Oblast,7.6,15.9,8.5,58.65,60.5
1009,2011,Udmurt Republic,1,14.4,13.4,61.89,68.7
1010,2011,Ulyanovsk Oblast,-4,10.8,14.8,62.83,73.6
1011,2011,Khabarovsk Krai,-1.6,12.9,14.5,57.4,81.8
1012,2011,Republic of Khakassia,1.7,15.1,13.4,62.38,67.4
1013,2011,Khanty–Mansi Autonomous Okrug – Yugra,9.9,16.4,6.5,45.23,91.5
1014,2011,Chelyabinsk Oblast,-0.6,13.6,14.2,64.78,82
1015,2011,Chechen Republic,23.7,29,5.3,73.05,34.9
1016,2011,Chuvash Republic,-0.7,12.9,13.6,61.38,58.9
1017,2011,Chukotka Autonomous Okrug,2.5,13.6,11.1,48.86,64.9
1018,2011,Sakha (Yakutia) Republic,7.7,17.1,9.4,56.61,64.1
1019,2011,Yamalo-Nenets Autonomous Okrug,10.2,15.6,5.4,42.81,84.8
1020,2011,Yaroslavl Oblast,-4.7,11.1,15.8,68.93,82.2
1021,2012,Republic of Adygea,-0.5,12.9,13.4,71.02,46.9
1022,2012,Altai Krai,-0.9,13.7,14.6,67.8,55.2
1023,2012,Amur Oblast,-0.4,14.3,14.7,63.04,67
1024,2012,Arkhangelsk Oblast,-0.8,12.6,13.6,65.76,76.4
1025,2012,Astrakhan Oblast,2.4,15.1,12.7,64.35,66.7
1026,2012,Republic of Bashkortostan,1.4,14.6,13.2,64.25,60.8
1027,2012,Belgorod Oblast,-2.4,11.6,14,65.78,66.4
1028,2012,Bryansk Oblast,-4.8,11.4,16.2,67.56,69.2
1029,2012,Republic of Buryatia,5.1,17.5,12.4,63.85,58.8
1030,2012,Vladimir Oblast,-5.2,11.5,16.7,69.6,77.6
1031,2012,Volgograd Oblast,-1.9,11.7,13.6,67.32,76.1
1032,2012,Vologda Oblast,-1.1,14,15.1,66.33,71.2
1033,2012,Voronezh Oblast,-4.7,10.9,15.6,67.68,65.9
1034,2012,Republic of Dagestan,13.4,19.1,5.7,60.71,45.1
1035,2012,Jewish Autonomous Oblast,-1.1,14.1,15.2,63.59,68.1
1036,2012,Zabaykalsky Krai,3.1,16.2,13.1,62.8,66.4
1037,2012,Ivanovo Oblast,-5.8,11.1,16.9,69.28,81
1038,2012,Republic of Ingushetia,17.7,21.4,3.7,67.78,39.2
1039,2012,Irkutsk Oblast,2,15.9,13.9,65.09,79.6
1040,2012,Kabardino-Balkar Republic,7,16,9,60.46,54.3
1041,2012,Kaliningrad Oblast,-0.8,12.4,13.2,62.05,77.5
1042,2012,Republic of Kalmykia,4.9,15,10.1,60.19,44.4
1043,2012,Kaluga Oblast,-4.1,11.7,15.8,66.72,75.9
1044,2012,Kamchatka Krai,1.5,13.1,11.6,54.43,77.5
1045,2012,Karachay-Cherkess Republic,3.9,13.7,9.8,63.71,43.1
1046,2012,Republic of Karelia,-2.8,12.6,15.4,66.31,78.4
1047,2012,Kemerovo Oblast,-1.4,13.8,15.2,66.22,85.4
1048,2012,Kirov Oblast,-2.8,12.8,15.6,68.67,74.5
1049,2012,Kostroma Oblast,-3.2,12.9,16.1,69.69,70.2
1050,2012,Krasnodar Krai,-0.2,13,13.2,68.57,53.3
1051,2012,Krasnoyarsk Krai,1.5,14.5,13,60.43,76.5
1052,2012,Republic of Crimea,,,,,
1053,2012,Kurgan Oblast,-2.1,13.9,16,73.44,60.4
1054,2012,Kursk Oblast,-4.6,12,16.6,69.75,65.9
1055,2012,Leningrad Oblast,-5.7,9,14.7,64.56,65.4
1056,2012,Lipetsk Oblast,-3.7,11.7,15.4,68.48,63.9
1057,2012,Magadan Oblast,-0.1,12.6,12.7,53.17,95.7
1058,2012,Mari El Republic,0.5,14.2,13.7,62.06,63.8
1059,2012,Republic of Mordovia,-4.5,10,14.5,62.74,61
1060,2012,Moscow,1.4,11.3,9.9,62.82,100
1061,2012,Moscow Oblast,-2.4,11.9,14.3,56.82,80.1
1062,2012,Murmansk Oblast,0.5,11.8,11.3,55.13,92.7
1063,2012,Nenets Autonomous Okrug,7.1,17.3,10.2,60.91,69.1
1064,2012,Nizhny Novgorod Oblast,-4.3,11.8,16.1,66.93,79
1065,2012,Novgorod Oblast,-5.8,12.1,17.9,71.85,70.6
1066,2012,Novosibirsk Oblast,0.3,13.9,13.6,62.33,77.6
1067,2012,Omsk Oblast,1.1,14.9,13.8,62.12,71.6
1068,2012,Orenburg Oblast,0.7,14.8,14.1,65.57,59.6
1069,2012,Oryol Oblast,-5.2,11.2,16.4,69.51,65.7
1070,2012,Penza Oblast,-4.1,10.8,14.9,68.51,67.6
1071,2012,Perm Krai,0.6,14.8,14.2,66.76,74.9
1072,2012,Primorsky Krai,-1.1,12.6,13.7,60.34,76.3
1073,2012,Pskov Oblast,-8.5,11.1,19.6,71.15,70.2
1074,2012,Altai Republic,10.9,22.4,11.5,70.02,28.7
1075,2012,Komi Republic,1.8,14,12.2,57.41,77.2
1076,2012,Tuva Republic,15.5,26.7,11.2,70.38,53.6
1077,2012,Rostov Oblast,-2.3,11.7,14,66.05,67.5
1078,2012,Ryazan Oblast,-5.5,10.9,16.4,71.01,71
1079,2012,Samara Oblast,-1.8,12.1,13.9,64.5,80.3
1080,2012,Saint Petersburg,0.2,12.6,12.4,61.32,100
1081,2012,Saratov Oblast,-2.9,11.4,14.3,67.07,74.8
1082,2012,Sakhalin Oblast,-1.2,12.7,13.9,59.52,80.3
1083,2012,Sverdlovsk Oblast,0.3,14.3,14,66.13,84
1084,2012,Sevastopol,,,,,
1085,2012,Republic of North Ossetia-Alania,4.7,15.3,10.6,68.86,63.9
1086,2012,Smolensk Oblast,-6.3,10.5,16.8,64.56,72.6
1087,2012,Stavropol Krai,0.6,12.6,12,64.59,57.4
1088,2012,Tambov Oblast,-6.5,9.7,16.2,69.81,58.8
1089,2012,Republic of Tatarstan,2.3,14.5,12.2,63.45,75.7
1090,2012,Tver Oblast,-6.7,11.6,18.3,71.31,74.9
1091,2012,Tomsk Oblast,1.7,13.6,11.9,58.91,70.9
1092,2012,Tula Oblast,-7.6,10.1,17.7,70.71,79
1093,2012,Tyumen Oblast,8.8,16.8,8.4,60.74,61.3
1094,2012,Udmurt Republic,2.4,15.3,12.9,64.56,68.9
1095,2012,Ulyanovsk Oblast,-2.7,11.5,14.2,64.91,73.8
1096,2012,Khabarovsk Krai,0.2,13.8,13.6,59,81.5
1097,2012,Republic of Khakassia,2.6,16,13.4,65.19,67.5
1098,2012,Khanty–Mansi Autonomous Okrug – Yugra,11.4,17.7,6.3,47.1,91.6
1099,2012,Chelyabinsk Oblast,0.2,14.4,14.2,66.89,82.1
1100,2012,Chechen Republic,20.7,26.2,5.5,74.71,34.9
1101,2012,Chuvash Republic,0.7,14,13.3,63.24,59.4
1102,2012,Chukotka Autonomous Okrug,2.6,14,11.4,49.16,66
1103,2012,Sakha (Yakutia) Republic,8.5,17.8,9.3,58.4,64.6
1104,2012,Yamalo-Nenets Autonomous Okrug,11.4,16.8,5.4,42.68,85
1105,2012,Yaroslavl Oblast,-4,11.9,15.9,70.75,81.9
1106,2013,Republic of Adygea,-0.6,12.5,13.1,72.36,47
1107,2013,Altai Krai,-0.8,13.4,14.2,70.87,55.5
1108,2013,Amur Oblast,0.2,14.1,13.9,65.4,67.1
1109,2013,Arkhangelsk Oblast,-0.7,12.7,13.4,68.78,76.8
1110,2013,Astrakhan Oblast,2.6,14.8,12.2,67.09,66.7
1111,2013,Republic of Bashkortostan,1.5,14.6,13.1,66.52,61.1
1112,2013,Belgorod Oblast,-2.2,11.6,13.8,67.74,66.6
1113,2013,Bryansk Oblast,-4.8,11.1,15.9,69.68,69.3
1114,2013,Republic of Buryatia,5.8,17.6,11.8,66.6,59
1115,2013,Vladimir Oblast,-5.6,11.1,16.7,72.12,77.6
1116,2013,Volgograd Oblast,-2,11.5,13.5,69.41,76.3
1117,2013,Vologda Oblast,-1.2,13.8,15,69.07,71.3
1118,2013,Voronezh Oblast,-4.8,10.7,15.5,69.44,66.3
1119,2013,Republic of Dagestan,13.3,18.8,5.5,61.19,45.1
1120,2013,Jewish Autonomous Oblast,-0.9,13.7,14.6,66.18,67.9
1121,2013,Zabaykalsky Krai,3.4,15.9,12.5,65.13,66.8
1122,2013,Ivanovo Oblast,-5.1,11.2,16.3,71.34,81.1
1123,2013,Republic of Ingushetia,17.7,21.2,3.5,68.15,39.9
1124,2013,Irkutsk Oblast,2.1,15.7,13.6,67.55,79.5
1125,2013,Kabardino-Balkar Republic,6.6,15.6,9,62.25,54.1
1126,2013,Kaliningrad Oblast,-0.7,12.4,13.1,64.17,77.5
1127,2013,Republic of Kalmykia,4.7,14.6,9.9,63.1,44.7
1128,2013,Kaluga Oblast,-3.5,11.7,15.2,69.02,75.9
1129,2013,Kamchatka Krai,1.6,13,11.4,55.6,77.1
1130,2013,Karachay-Cherkess Republic,4.4,13.9,9.5,65.44,42.9
1131,2013,Republic of Karelia,-2.7,11.9,14.6,68.99,78.8
1132,2013,Kemerovo Oblast,-0.9,13.6,14.5,69.06,85.5
1133,2013,Kirov Oblast,-2.4,13,15.4,71.95,74.8
1134,2013,Kostroma Oblast,-3.4,12.7,16.1,72.36,70.5
1135,2013,Krasnodar Krai,0.3,13.1,12.8,70.35,53.5
1136,2013,Krasnoyarsk Krai,1.7,14.4,12.7,62.55,76.6
1137,2013,Republic of Crimea,,,,,
1138,2013,Kurgan Oblast,-2.1,14,16.1,77.27,60.7
1139,2013,Kursk Oblast,-4.5,11.6,16.1,71.86,66.5
1140,2013,Leningrad Oblast,-5.6,8.8,14.4,66.57,65.2
1141,2013,Lipetsk Oblast,-3.9,11.3,15.2,70.82,64
1142,2013,Magadan Oblast,0.7,12.6,11.9,55.82,95.8
1143,2013,Mari El Republic,0.9,14.6,13.7,65.17,64.3
1144,2013,Republic of Mordovia,-4.7,10.1,14.8,64.82,61.3
1145,2013,Moscow,1.7,11.3,9.6,61.44,98.9
1146,2013,Moscow Oblast,-1.8,12.1,13.9,63.58,81.4
1147,2013,Murmansk Oblast,0.9,11.9,11,57.39,92.7
1148,2013,Nenets Autonomous Okrug,5.7,16.4,10.7,63.34,70
1149,2013,Nizhny Novgorod Oblast,-4.1,11.8,15.9,69.02,79.1
1150,2013,Novgorod Oblast,-6,11.8,17.8,74.83,70.5
1151,2013,Novosibirsk Oblast,0.7,14.1,13.4,64.46,77.9
1152,2013,Omsk Oblast,1.3,14.7,13.4,64.69,71.8
1153,2013,Orenburg Oblast,0.9,14.8,13.9,68.23,59.7
1154,2013,Oryol Oblast,-5.2,11,16.2,71.74,65.8
1155,2013,Penza Oblast,-4.1,10.6,14.7,70.91,67.7
1156,2013,Perm Krai,0.7,14.7,14,69.11,75.1
1157,2013,Primorsky Krai,-0.8,12.7,13.5,62.38,76.6
1158,2013,Pskov Oblast,-7.6,11,18.6,73.57,70.3
1159,2013,Altai Republic,9.8,21.1,11.3,73.42,28.9
1160,2013,Komi Republic,2.2,14.2,12,60.22,77.3
1161,2013,Tuva Republic,15.2,26.1,10.9,72.85,53.9
1162,2013,Rostov Oblast,-2.1,11.7,13.8,67.82,67.7
1163,2013,Ryazan Oblast,-5,10.8,15.8,73.03,71
1164,2013,Samara Oblast,-2,12.3,14.3,66.81,80.3
1165,2013,Saint Petersburg,0.7,12.6,11.9,62.65,100
1166,2013,Saratov Oblast,-3,11.4,14.4,68.93,74.8
1167,2013,Sakhalin Oblast,-0.2,12.9,13.1,61.94,80.8
1168,2013,Sverdlovsk Oblast,0.7,14.4,13.7,68.65,84.1
1169,2013,Sevastopol,,,,,
1170,2013,Republic of North Ossetia-Alania,4.8,15.3,10.5,70.49,63.9
1171,2013,Smolensk Oblast,-5.8,10.6,16.4,66.57,72.5
1172,2013,Stavropol Krai,0.9,12.6,11.7,66.2,57.6
1173,2013,Tambov Oblast,-6.6,9.5,16.1,71.5,59.1
1174,2013,Republic of Tatarstan,2.6,14.7,12.1,65.66,75.9
1175,2013,Tver Oblast,-6.7,11.3,18,73.5,74.9
1176,2013,Tomsk Oblast,2.1,13.8,11.7,60.9,71.2
1177,2013,Tula Oblast,-7.5,9.9,17.4,72.94,78.8
1178,2013,Tyumen Oblast,5.1,16.6,11.5,63.1,62.1
1179,2013,Udmurt Republic,1.9,14.6,12.7,67.71,65
1180,2013,Ulyanovsk Oblast,-2.8,11.6,14.4,67.47,74
1181,2013,Khabarovsk Krai,0.6,13.9,13.3,60.94,81.5
1182,2013,Republic of Khakassia,2.6,15.7,13.1,68.29,67.7
1183,2013,Khanty–Mansi Autonomous Okrug – Yugra,11.2,17.5,6.3,49.63,91.8
1184,2013,Chelyabinsk Oblast,0.2,14.1,13.9,69.41,82.2
1185,2013,Chechen Republic,19.8,24.7,4.9,76.25,34.8
1186,2013,Chuvash Republic,0.9,14,13.1,65.61,59.8
1187,2013,Chukotka Autonomous Okrug,2.6,13.1,10.5,50.45,66.7
