ID,year,region,npg,birth_rate,death_rate,gdw,urbanization
396,2004,Tuva Republic,6.7,20,13.4,66.69,52
397,2004,Rostov Oblast,-6.4,9.5,15.8,63.82,67.6
398,2004,Ryazan Oblast,-11.7,8.5,20.1,69.43,69.4
399,2004,Samara Oblast,-6.1,10.1,16.1,59.46,80.6
400,2004,Saint Petersburg,-7.3,8.9,16,58.32,100
401,2004,Saratov Oblast,-7.4,9.4,16.9,63.54,73.6
402,2004,Sakhalin Oblast,-4.8,11.4,16.2,48.67,86.9
403,2004,Sverdlovsk Oblast,-5.9,10.7,16.7,58.92,88
404,2004,Sevastopol,,,,,
405,2004,Republic of North Ossetia-Alania,-1.1,11.2,12.3,68.91,65.3
406,2004,Smolensk Oblast,-12.5,8.8,21.1,62.75,71.3
407,2004,Stavropol Krai,-4,10.3,14.2,64.72,56.1
408,2004,Tambov Oblast,-10.4,8.7,19,69.58,57.5
409,2004,Republic of Tatarstan,-3.3,10.3,13.6,63.16,74
410,2004,Tver Oblast,-13.7,9.5,23.1,69.5,73.2
411,2004,Tomsk Oblast,-2.8,11.2,14.1,52.15,68.1
412,2004,Tula Oblast,-13.8,7.9,21.6,68.7,81.7
413,2004,Tyumen Oblast,3.6,13.3,9.8,55.13,60.6
414,2004,Udmurt Republic,-3.7,11.7,15.4,57.81,69.9
415,2004,Ulyanovsk Oblast,-7.8,9,16.8,61.79,72.8
416,2004,Khabarovsk Krai,-4.7,11.3,16.2,52.43,80.7
417,2004,Republic of Khakassia,-4.3,11.9,16.2,57.99,70.8
418,2004,Khanty–Mansi Autonomous Okrug – Yugra,7.2,13.9,6.7,40.05,90.8
419,2004,Chelyabinsk Oblast,-5.5,10.7,16.3,61.04,81.9
420,2004,Chechen Republic,19.6,25.2,5.6,74.46,33.9
421,2004,Chuvash Republic,-4.4,10.5,14.9,62.27,60.9
422,2004,Chukotka Autonomous Okrug,3.2,15.4,12,40.62,65.4
423,2004,Sakha (Yakutia) Republic,5.3,15.5,10.2,55.37,64.5
424,2004,Yamalo-Nenets Autonomous Okrug,8.3,14,5.8,39.66,83.3
425,2004,Yaroslavl Oblast,-10.6,9.4,20.1,64.33,81.1
426,2005,Republic of Adygea,-4.9,10.3,15.2,68.28,51.9
427,2005,Altai Krai,-6.4,10.3,16.9,58.45,53.7
428,2005,Amur Oblast,-4.8,12.1,17.2,54.71,66.5
429,2005,Arkhangelsk Oblast,-6.3,10.7,17.1,55.76,75.5
430,2005,Astrakhan Oblast,-3.3,12.2,15.4,60.83,67.5
431,2005,Republic of Bashkortostan,-3.4,10.8,14.2,62.11,59.8
432,2005,Belgorod Oblast,-7.1,8.9,16,63.8,65.4
433,2005,Bryansk Oblast,-10.8,9,19.8,65.91,68.2
434,2005,Republic of Buryatia,-1.7,14,15.6,56.54,57.4
435,2005,Vladimir Oblast,-11.1,9.2,20.2,63.94,78.3
436,2005,Volgograd Oblast,-6.3,9.4,15.7,62.96,75.3
437,2005,Vologda Oblast,-8.3,10.5,18.8,59.93,68.3
438,2005,Voronezh Oblast,-10.4,8.4,18.5,66.97,62
439,2005,Republic of Dagestan,9.6,15.5,5.8,66.12,43.4
440,2005,Jewish Autonomous Oblast,-6.3,11.6,18.3,54.65,67.2
441,2005,Zabaykalsky Krai,-3.7,13.5,17.3,57.35,64
442,2005,Ivanovo Oblast,-13.3,8.7,22,65.41,80.4
443,2005,Republic of Ingushetia,10.2,14,4.3,72.5,42.4
444,2005,Irkutsk Oblast,-5.1,11.9,17.2,58.18,79.3
445,2005,Kabardino-Balkar Republic,-0.1,10,10.4,61.17,58.3
446,2005,Kaliningrad Oblast,-9.2,8.9,18.2,55.71,77.8
447,2005,Republic of Kalmykia,1.5,13.1,11.4,58.13,44
448,2005,Kaluga Oblast,-10.3,8.9,19.1,62.99,75
449,2005,Kamchatka Krai,-1.6,11,12.9,44.88,78.9
450,2005,Karachay-Cherkess Republic,0.1,12,11.3,63.26,44.3
451,2005,Republic of Karelia,-8.2,9.9,18.5,55.94,75.9
452,2005,Kemerovo Oblast,-7.9,10.8,18.9,57.77,85.1
453,2005,Kirov Oblast,-9.7,9.3,19.3,59.86,72.9
454,2005,Kostroma Oblast,-11.3,9.7,21.3,63.38,68.1
455,2005,Krasnodar Krai,-5.3,10.3,15.6,65.57,52.8
456,2005,Krasnoyarsk Krai,-4.9,10.8,15.8,54.84,76
457,2005,Republic of Crimea,,,,,
458,2005,Kurgan Oblast,-7.2,10.4,17.9,63.66,57.6
459,2005,Kursk Oblast,-11.1,8.6,19.8,66.98,62
460,2005,Leningrad Oblast,-12.5,7.8,19.9,61.26,66.2
461,2005,Lipetsk Oblast,-8.6,9.3,17.7,64.39,64.5
462,2005,Magadan Oblast,-2.6,11,13.7,41.75,93.6
463,2005,Mari El Republic,-6.7,10.5,17.1,56.62,62.8
464,2005,Republic of Mordovia,-8.6,8.6,17.1,60.51,58.6
465,2005,Moscow,-3.4,8.9,11.9,53.04,100
466,2005,Moscow Oblast,-8.5,9,17.1,59.55,80.2
467,2005,Murmansk Oblast,-3.6,9.8,13.8,45.23,92
468,2005,Nenets Autonomous Okrug,2.3,14.5,12.2,53.11,64.7
469,2005,Nizhny Novgorod Oblast,-11.1,8.9,20,63.46,78.1
470,2005,Novgorod Oblast,-13.2,9.3,22.5,65.44,70.4
471,2005,Novosibirsk Oblast,-5.5,10.6,16.1,57.38,75.5
472,2005,Omsk Oblast,-5.1,10.4,15.6,57.3,69.8
473,2005,Orenburg Oblast,-5,10.5,15.7,60.51,58.3
474,2005,Oryol Oblast,-10,8.6,18.8,65.67,64.4
475,2005,Penza Oblast,-9.8,8.4,18.1,63.63,65.6
476,2005,Perm Krai,-7,10.9,18.1,58.79,75.3
477,2005,Primorsky Krai,-5.8,10.4,16.3,54.15,75.6
478,2005,Pskov Oblast,-15.7,8.8,24.6,66.46,67.8
479,2005,Altai Republic,1.7,17.2,15.7,60,26
480,2005,Komi Republic,-4.1,11.1,15.5,48.26,75.6
481,2005,Tuva Republic,5.4,19.4,14.3,64.89,52.7
482,2005,Rostov Oblast,-6.7,9.2,15.8,62.97,66.7
483,2005,Ryazan Oblast,-11.9,8.4,20.2,68.01,69.7
484,2005,Samara Oblast,-6.5,9.7,16.1,58.81,80.1
485,2005,Saint Petersburg,-7.4,8.6,15.6,57.85,100
486,2005,Saratov Oblast,-7.8,9,16.9,62.71,73.7
487,2005,Sakhalin Oblast,-6,11.4,17.5,48.24,78
488,2005,Sverdlovsk Oblast,-6.2,10.4,16.8,58.16,83.1
489,2005,Sevastopol,,,,,
490,2005,Republic of North Ossetia-Alania,-1.1,11.2,12.2,67.56,65.2
491,2005,Smolensk Oblast,-13,8.6,21.2,61.26,70.9
492,2005,Stavropol Krai,-4.4,10,14.2,63.87,56.2
493,2005,Tambov Oblast,-10.9,8.5,19.3,67.55,57.7
494,2005,Republic of Tatarstan,-4,9.8,13.8,61.43,74.5
495,2005,Tver Oblast,-13.8,9.3,23,67.92,73.4
496,2005,Tomsk Oblast,-3.8,10.7,14.6,52.4,68.3
497,2005,Tula Oblast,-14.2,7.8,21.8,67.37,81.8
498,2005,Tyumen Oblast,3.2,13,9.9,54.2,62.4
499,2005,Udmurt Republic,-4.4,11.1,15.5,56.45,69.8
500,2005,Ulyanovsk Oblast,-8.3,8.6,16.9,60.34,72.9
501,2005,Khabarovsk Krai,-5.4,10.9,16.6,52.32,81
502,2005,Republic of Khakassia,-5.9,11.5,17.6,56.83,70.8
503,2005,Khanty–Mansi Autonomous Okrug – Yugra,6.4,13.5,7.1,39.39,90.8
504,2005,Chelyabinsk Oblast,-5.9,10.4,16.4,60.06,82.1
505,2005,Chechen Republic,19.8,24.9,5.1,73,34.4
506,2005,Chuvash Republic,-5.1,10.1,15.3,60.46,60.9
507,2005,Chukotka Autonomous Okrug,3.9,15.7,11.5,39.63,65.1
508,2005,Sakha (Yakutia) Republic,4.1,14.3,10.2,54.26,63.9
509,2005,Yamalo-Nenets Autonomous Okrug,7.7,13.6,6,38.55,84.7
510,2005,Yaroslavl Oblast,-10.7,9.2,20.1,63.71,81.3
511,2006,Republic of Adygea,-4.7,10.4,15.2,67.51,51.4
512,2006,Altai Krai,-5.1,10.1,15.5,58.08,54
513,2006,Amur Oblast,-3.7,11.8,15.9,54.54,66.4
514,2006,Arkhangelsk Oblast,-4.9,10.9,15.9,55.23,74
515,2006,Astrakhan Oblast,-2.3,12.4,14.6,60.28,67.7
516,2006,Republic of Bashkortostan,-2.5,11.1,13.6,60.26,59.8
517,2006,Belgorod Oblast,-5.8,9.5,15.3,62.44,65.6
518,2006,Bryansk Oblast,-9.5,9.1,18.7,64.27,68.3
519,2006,Republic of Buryatia,0.3,14.8,14.4,55.21,56.4
520,2006,Vladimir Oblast,-9.8,9.5,19.1,63.15,77.2
521,2006,Volgograd Oblast,-5.5,9.8,15.2,62.19,75.4
522,2006,Vologda Oblast,-6.2,10.9,17.1,58.73,68.6
523,2006,Voronezh Oblast,-9.7,8.4,17.7,65.42,61.8
524,2006,Republic of Dagestan,9.3,15.3,5.9,64.62,43.8
525,2006,Jewish Autonomous Oblast,-3.9,12.1,16.5,54.49,67.2
526,2006,Zabaykalsky Krai,-1.6,13.9,15.6,56.4,64.2
527,2006,Ivanovo Oblast,-11,9,19.9,64.57,80.5
528,2006,Republic of Ingushetia,11.4,15.1,4.4,69.37,42.5
529,2006,Irkutsk Oblast,-2.8,12.3,15.4,57.38,79.3
530,2006,Kabardino-Balkar Republic,0.6,10.4,10.2,59.79,57.7
531,2006,Kaliningrad Oblast,-7.2,9.3,16.5,55.49,77.3
532,2006,Republic of Kalmykia,2.2,13.3,10.9,55.79,43.9
533,2006,Kaluga Oblast,-8.4,9.2,17.5,61.75,75.2
534,2006,Kamchatka Krai,-0.3,11,11.8,45.48,78.9
535,2006,Karachay-Cherkess Republic,0.3,11.7,10.7,61.24,44.4
536,2006,Republic of Karelia,-6.8,10,17.5,55.66,76.2
537,2006,Kemerovo Oblast,-6,11.3,17.5,57.32,85.1
538,2006,Kirov Oblast,-8,9.7,18,58.75,72.3
539,2006,Kostroma Oblast,-8.9,10,19.2,62.12,68.6
540,2006,Krasnodar Krai,-4.4,10.4,14.7,64.85,52.8
541,2006,Krasnoyarsk Krai,-2.9,11,14.1,54.25,75.7
542,2006,Republic of Crimea,,,,,
543,2006,Kurgan Oblast,-5.8,10.6,16.8,62.68,58.4
544,2006,Kursk Oblast,-10.1,9,19.2,65.35,62.6
545,2006,Leningrad Oblast,-11.4,7.9,18.7,59.96,66
546,2006,Lipetsk Oblast,-7.8,9.6,17.2,63.29,63.1
547,2006,Magadan Oblast,-2.5,10.7,13.3,41.91,94.1
548,2006,Mari El Republic,-5.3,10.6,15.9,55.15,62.7
549,2006,Republic of Mordovia,-7.8,8.6,16.2,58.76,58.7
550,2006,Moscow,-3.2,9,11.6,53.39,100
551,2006,Moscow Oblast,-7.9,9.1,16.6,58.93,80.1
552,2006,Murmansk Oblast,-2.9,9.8,13.2,45.65,92.3
553,2006,Nenets Autonomous Okrug,1.1,14,12.9,51.97,65.3
554,2006,Nizhny Novgorod Oblast,-9.9,9.1,19,62.41,78.3
555,2006,Novgorod Oblast,-11.7,9.8,21.5,64.21,70.8
556,2006,Novosibirsk Oblast,-4.7,10.5,15.2,56.77,75.8
557,2006,Omsk Oblast,-4.3,10.6,15,56.35,70.4
558,2006,Orenburg Oblast,-3.9,10.9,15.2,59.42,58.5
559,2006,Oryol Oblast,-8.9,9,18.2,64.63,64.7
560,2006,Penza Oblast,-8.5,8.6,17,62.61,65.8
561,2006,Perm Krai,-5.5,11,16.7,58.12,75.2
562,2006,Primorsky Krai,-4.5,10.4,15,54.04,75.7
563,2006,Pskov Oblast,-14.4,8.9,23.4,65.22,68.3
564,2006,Altai Republic,2.8,16.6,14.1,58.66,26.2
565,2006,Komi Republic,-2.7,11.1,14.2,48.13,75.8
566,2006,Tuva Republic,7,19.3,12.6,63.35,51.9
567,2006,Rostov Oblast,-6,9.5,15.4,62.32,66.7
568,2006,Ryazan Oblast,-10.7,8.5,19.1,66.87,70
569,2006,Samara Oblast,-5.6,10.1,15.5,58.35,80.1
570,2006,Saint Petersburg,-6.5,8.8,14.8,57.71,100
571,2006,Saratov Oblast,-6.5,9.1,15.7,62.09,73.8
572,2006,Sakhalin Oblast,-3.8,11.2,15.2,48.39,78.4
573,2006,Sverdlovsk Oblast,-4.6,10.7,15.5,57.77,83.2
574,2006,Sevastopol,,,,,
575,2006,Republic of North Ossetia-Alania,0.2,11.8,11.5,66.64,64.3
576,2006,Smolensk Oblast,-12,8.8,20.3,59.96,71.3
577,2006,Stavropol Krai,-4.1,10.1,14,63.28,56.4
578,2006,Tambov Oblast,-10.1,8.2,18.1,66.07,57.9
579,2006,Republic of Tatarstan,-3.2,9.9,13.1,59.96,74.5
580,2006,Tver Oblast,-12.3,9.5,21.7,66.62,73.3
581,2006,Tomsk Oblast,-2.4,11.1,13.6,52.65,68.6
582,2006,Tula Oblast,-12.9,8,20.7,66.28,79.8
583,2006,Tyumen Oblast,3.9,13.2,9.4,53.67,62.7
584,2006,Udmurt Republic,-3,11.3,14.3,55.45,70
585,2006,Ulyanovsk Oblast,-7.7,8.7,16.3,59.12,73
586,2006,Khabarovsk Krai,-3.9,11,15.3,52.39,81.3
587,2006,Republic of Khakassia,-2.8,12,14.9,56.07,70.8
588,2006,Khanty–Mansi Autonomous Okrug – Yugra,6.9,13.7,6.8,39.1,90.8
589,2006,Chelyabinsk Oblast,-4.6,10.8,15.5,59.54,81.7
590,2006,Chechen Republic,18.9,23.9,5.1,71.54,34.8
591,2006,Chuvash Republic,-4.4,10.3,14.8,58.86,61
592,2006,Chukotka Autonomous Okrug,3.7,15.3,11.1,39.9,64.9
593,2006,Sakha (Yakutia) Republic,4.7,14.4,9.7,53.27,63.6
594,2006,Yamalo-Nenets Autonomous Okrug,7.6,13.2,5.8,37.85,84.8
595,2006,Yaroslavl Oblast,-8.9,9.4,18.5,63.41,81.5
596,2007,Republic of Adygea,-2.8,11.8,14.7,67.18,51.1
597,2007,Altai Krai,-3.6,11.3,15.2,58.3,54.2
598,2007,Amur Oblast,-1.7,12.6,14.7,54.69,66.6
599,2007,Arkhangelsk Oblast,-2.8,11.9,14.9,55.67,74.4
600,2007,Astrakhan Oblast,-0.6,13.5,14,59.64,66.9
601,2007,Republic of Bashkortostan,-0.9,12.7,13.6,59.5,59.8
602,2007,Belgorod Oblast,-4.5,10.3,14.8,61.77,65.8
603,2007,Bryansk Oblast,-7.6,10.2,17.9,63.3,68.6
604,2007,Republic of Buryatia,2.8,16.1,13.3,54.77,56
605,2007,Vladimir Oblast,-8.5,10.2,18.5,62.98,77.3
606,2007,Volgograd Oblast,-3.9,10.7,14.6,61.97,75.4
607,2007,Vologda Oblast,-4.3,11.6,16,58.5,69
608,2007,Voronezh Oblast,-8.7,9,17.3,64.71,61.7
609,2007,Republic of Dagestan,11.3,17,5.6,62.7,44.2
610,2007,Jewish Autonomous Oblast,-2.1,13,15.6,54.92,67.2
611,2007,Zabaykalsky Krai,0.5,14.9,14.5,56.07,64.6
612,2007,Ivanovo Oblast,-9,9.8,18.8,64.17,80.6
613,2007,Republic of Ingushetia,13.4,16.7,4,66.38,42.6
614,2007,Irkutsk Oblast,-0.2,13.8,14.3,57.27,79.4
615,2007,Kabardino-Balkar Republic,3.3,12.8,9.8,58.24,57.5
616,2007,Kaliningrad Oblast,-4.5,10.9,15.4,55.87,77.3
617,2007,Republic of Kalmykia,3.5,14.5,10.7,54.32,43.8
618,2007,Kaluga Oblast,-7.3,10,17.1,61.15,75.2
619,2007,Kamchatka Krai,0.1,11.3,11.7,46.65,79
620,2007,Karachay-Cherkess Republic,3.4,14.2,10,59.82,44.2
621,2007,Republic of Karelia,-5.3,10.6,16.6,56.09,76.6
622,2007,Kemerovo Oblast,-4.5,12.1,16.8,57.5,85.2
623,2007,Kirov Oblast,-6.2,10.6,17.2,58.72,72.6
624,2007,Kostroma Oblast,-7.1,10.7,18.1,61.75,69.1
625,2007,Krasnodar Krai,-3.1,11.3,14.3,64.38,52.8
626,2007,Krasnoyarsk Krai,-1.5,11.8,13.5,54.11,75.5
627,2007,Republic of Crimea,,,,,
628,2007,Kurgan Oblast,-4.3,11.6,16.3,63.08,58.9
629,2007,Kursk Oblast,-7.9,10.1,18.2,64.7,63.1
630,2007,Leningrad Oblast,-9.9,8.3,17.6,59.1,65.9
631,2007,Lipetsk Oblast,-6.8,10.2,16.8,62.81,63.2
632,2007,Magadan Oblast,-2.3,10.9,13.3,42.65,94.4
633,2007,Mari El Republic,-3.4,11.8,15.2,54.48,62.7
634,2007,Republic of Mordovia,-6.6,9.2,15.6,57.96,58.9
635,2007,Moscow,-2.2,9.7,11.1,53.53,100
636,2007,Moscow Oblast,-7,9.6,16.1,58.77,80.3
637,2007,Murmansk Oblast,-1.4,10.3,12.2,46.53,92.5
638,2007,Nenets Autonomous Okrug,3,15.6,12.6,51.74,66
639,2007,Nizhny Novgorod Oblast,-8.4,9.9,18.3,62.04,78.4
640,2007,Novgorod Oblast,-9.4,10.7,20.1,63.91,71.2
641,2007,Novosibirsk Oblast,-3.3,11.4,14.7,56.63,76.1
642,2007,Omsk Oblast,-2.9,11.7,14.8,56.11,70.8
643,2007,Orenburg Oblast,-2.5,12.1,15,59.25,58.9
644,2007,Oryol Oblast,-7.9,9.6,17.8,64.13,65
645,2007,Penza Oblast,-6.4,9.7,15.9,62.31,66.1
646,2007,Perm Krai,-3.6,12.1,15.9,58.31,75.4
647,2007,Primorsky Krai,-3.4,11.2,14.7,54.29,75.8
648,2007,Pskov Oblast,-11.2,9.7,21,64.59,68.8
649,2007,Altai Republic,7.2,19.7,12.7,58.55,26.7
650,2007,Komi Republic,-0.8,11.9,13.1,48.59,76
651,2007,Tuva Republic,12.5,24.4,12.2,61.88,51.9
652,2007,Rostov Oblast,-4.8,10.2,14.8,61.9,66.8
653,2007,Ryazan Oblast,-9.6,9.4,18.9,66.21,70.4
654,2007,Samara Oblast,-4.6,10.7,15.1,58.54,80.1
655,2007,Saint Petersburg,-5.3,9.5,14.2,57.71,100
656,2007,Saratov Oblast,-5.1,10.2,15.5,61.88,74
657,2007,Sakhalin Oblast,-2.4,11.8,14.4,49.19,78.8
658,2007,Sverdlovsk Oblast,-3.2,11.5,14.9,58.09,83.4
659,2007,Sevastopol,,,,,
660,2007,Republic of North Ossetia-Alania,2.5,13.6,11,65.95,64.1
661,2007,Smolensk Oblast,-10,9.6,19.1,59.1,71.8
662,2007,Stavropol Krai,-2.1,11.3,13.1,62.5,56.6
663,2007,Tambov Oblast,-8.7,8.9,17.4,65.39,58.1
664,2007,Republic of Tatarstan,-2.1,10.9,13,59.22,74.7
665,2007,Tver Oblast,-10.4,10.2,20.5,66.06,73.6
666,2007,Tomsk Oblast,-0.8,12,12.9,53.19,69
667,2007,Tula Oblast,-12,8.4,20.1,65.73,79.8
668,2007,Tyumen Oblast,5.3,14.3,9.1,53.62,63.1
669,2007,Udmurt Republic,-1.4,12.8,14.1,55.4,70.3
670,2007,Ulyanovsk Oblast,-6.5,9.3,15.7,58.71,73.2
671,2007,Khabarovsk Krai,-2.6,11.6,14.7,52.85,81.6
672,2007,Republic of Khakassia,0.2,13.8,13.8,55.81,70.7
673,2007,Khanty–Mansi Autonomous Okrug – Yugra,7.9,14.6,6.8,39.3,91
674,2007,Chelyabinsk Oblast,-3.1,11.8,15,59.62,81.8
675,2007,Chechen Republic,22.4,27.1,4.8,69.75,35
676,2007,Chuvash Republic,-2.9,11.6,14.7,58.16,57.2
677,2007,Chukotka Autonomous Okrug,4.1,15.9,11.3,40.73,65
678,2007,Sakha (Yakutia) Republic,6.4,16.1,9.6,52.77,63.7
679,2007,Yamalo-Nenets Autonomous Okrug,8.8,14.2,5.6,37.5,84.8
680,2007,Yaroslavl Oblast,-7.6,9.9,17.8,63.55,81.7
681,2008,Republic of Adygea,-2.1,12.7,15,67.4,50.9
682,2008,Altai Krai,-2.7,12.3,15.3,59.15,54.3
683,2008,Amur Oblast,-2.2,12.9,15.6,55.66,66.6
684,2008,Arkhangelsk Oblast,-2.6,12,14.8,56.79,74.8
685,2008,Astrakhan Oblast,0.6,14.2,13.5,59.47,67.7
686,2008,Republic of Bashkortostan,-0.3,13.4,13.7,59.55,60
687,2008,Belgorod Oblast,-3.7,11,14.7,61.7,66
688,2008,Bryansk Oblast,-6.8,10.9,17.8,63.17,68.8
689,2008,Republic of Buryatia,3.5,17,13.4,55.49,56.1
690,2008,Vladimir Oblast,-8,10.8,18.5,63.45,77.4
691,2008,Volgograd Oblast,-3.2,11.3,14.4,62.34,75.7
692,2008,Vologda Oblast,-4.3,12,16.4,58.94,69.4
693,2008,Voronezh Oblast,-7.9,9.8,17.2,64.68,61.7
694,2008,Republic of Dagestan,12.4,18.3,5.6,61.75,44.4
695,2008,Jewish Autonomous Oblast,-1.4,13.9,15.9,55.94,67.3
696,2008,Zabaykalsky Krai,1.6,15.9,14.4,56.5,64.9
697,2008,Ivanovo Oblast,-9,10.3,19.3,64.27,80.8
698,2008,Republic of Ingushetia,15.2,18.3,3.8,65.91,42.6
699,2008,Irkutsk Oblast,0.9,15,14.4,57.9,79.4
700,2008,Kabardino-Balkar Republic,4.4,13.5,9.4,57.71,57.4
701,2008,Kaliningrad Oblast,-4,11.3,15.3,56.56,77.3
702,2008,Republic of Kalmykia,4.8,15.3,10.2,54.14,43.9
703,2008,Kaluga Oblast,-6.9,10.4,17.1,61.35,75.3
704,2008,Kamchatka Krai,0.3,11.7,12,48.06,79.1
705,2008,Karachay-Cherkess Republic,3.8,14.9,10.1,59.75,43.9
706,2008,Republic of Karelia,-5.1,11.1,17,57.33,77.1
707,2008,Kemerovo Oblast,-3.3,13,16.6,58.27,85.2
708,2008,Kirov Oblast,-5.8,11.3,17.5,59.79,73.1
709,2008,Kostroma Oblast,-6.7,11.3,18.4,62.25,69.2
710,2008,Krasnodar Krai,-2,12.2,14.1,64.59,52.8
711,2008,Krasnoyarsk Krai,-0.7,12.8,13.8,54.59,76
712,2008,Republic of Crimea,,,,,
713,2008,Kurgan Oblast,-3.8,12.4,16.7,64.18,59.3
714,2008,Kursk Oblast,-7.6,10.7,18.5,64.87,63.7
715,2008,Leningrad Oblast,-9.2,8.8,17.3,59.23,66
716,2008,Lipetsk Oblast,-6.3,10.8,16.9,62.99,63.3
717,2008,Magadan Oblast,-2.9,10.9,13.9,44.16,94.6
718,2008,Mari El Republic,-2.9,12.3,15.2,54.85,62.8
719,2008,Republic of Mordovia,-5.9,9.8,15.5,58.1,59.2
720,2008,Moscow,-1.5,10.3,11.1,54.31,100
721,2008,Moscow Oblast,-6.1,10.5,16.1,59.05,79.9
722,2008,Murmansk Oblast,-1.3,10.7,12.5,47.81,92.6
723,2008,Nenets Autonomous Okrug,3.6,16.4,12.8,52.42,66.6
724,2008,Nizhny Novgorod Oblast,-7.6,10.6,18.2,62.17,78.5
725,2008,Novgorod Oblast,-10.3,10.6,20.9,64.56,71.3
726,2008,Novosibirsk Oblast,-2,12.5,14.5,57,76.3
727,2008,Omsk Oblast,-1.9,12.4,14.5,56.58,71
728,2008,Orenburg Oblast,-1.9,12.7,15.1,59.64,59.1
729,2008,Oryol Oblast,-7,10.2,17.6,64.33,65.2
730,2008,Penza Oblast,-6.1,10.2,16.1,62.79,66.3
731,2008,Perm Krai,-2.5,13,15.8,59.23,75.5
732,2008,Primorsky Krai,-3.2,11.3,14.7,55.21,75.8
733,2008,Pskov Oblast,-11.7,10,21.8,64.5,69.2
734,2008,Altai Republic,9.1,21.3,12.5,59.66,26.9
735,2008,Komi Republic,-0.5,12.2,13.2,49.41,76.1
736,2008,Tuva Republic,13.9,25.2,11.6,62.31,51.8
737,2008,Rostov Oblast,-4.2,10.8,14.9,62.16,66.8
738,2008,Ryazan Oblast,-8.5,10.1,18.4,66.22,70.6
739,2008,Samara Oblast,-3.9,11.4,15,59.2,80.1
740,2008,Saint Petersburg,-4.2,10.4,14,58.28,100
741,2008,Saratov Oblast,-4.6,10.6,15.4,62.09,74.2
742,2008,Sakhalin Oblast,-2.2,12.3,14.7,50.85,79.1
743,2008,Sverdlovsk Oblast,-2.3,12.4,15,58.92,83.5
744,2008,Sevastopol,,,,,
745,2008,Republic of North Ossetia-Alania,2.8,14.2,11.2,66.11,63.7
746,2008,Smolensk Oblast,-9.6,10.1,19.2,59.23,72
747,2008,Stavropol Krai,-1.2,12.2,13.1,62.08,56.8
748,2008,Tambov Oblast,-8.6,9.2,17.6,65.52,58.2
749,2008,Republic of Tatarstan,-1.2,11.8,13,59.16,74.8
750,2008,Tver Oblast,-10,10.7,20.6,66.21,73.9
751,2008,Tomsk Oblast,-0.1,12.8,13,53.82,69.3
752,2008,Tula Oblast,-11.4,9,20.1,65.98,79.8
753,2008,Tyumen Oblast,6,15.1,9.2,54.07,63.6
754,2008,Udmurt Republic,-0.7,13.3,14,56.33,70.4
755,2008,Ulyanovsk Oblast,-5,10.3,15.2,58.99,73.4
756,2008,Khabarovsk Krai,-1.8,12.2,14.5,53.49,81.7
757,2008,Republic of Khakassia,1,14.8,14,56.54,70.7
758,2008,Khanty–Mansi Autonomous Okrug – Yugra,8.5,15.3,6.8,40.3,91.1
759,2008,Chelyabinsk Oblast,-2.2,12.8,15.1,60.23,81.8
760,2008,Chechen Republic,24.8,29.3,4.5,69.93,35.8
761,2008,Chuvash Republic,-2.7,11.7,14.6,58.19,61.4
762,2008,Chukotka Autonomous Okrug,2.7,15.1,11.8,42.28,65
763,2008,Sakha (Yakutia) Republic,6.1,16.2,10,53.03,64.2
764,2008,Yamalo-Nenets Autonomous Okrug,9.1,14.5,5.7,38.46,84.7
765,2008,Yaroslavl Oblast,-7,10.4,17.7,64.15,81.9
766,2009,Republic of Adygea,-1.6,12.4,14.1,67.36,51.1
767,2009,Altai Krai,-1.9,12.4,14.7,60.59,54.5
768,2009,Amur Oblast,-1.4,13.2,15.1,56.86,66.6
769,2009,Arkhangelsk Oblast,-2.1,12.3,14.5,58.11,75.1
770,2009,Astrakhan Oblast,0.8,14.2,13.3,59.95,66.6
771,2009,Republic of Bashkortostan,0.6,13.7,13.1,59.84,60.1
772,2009,Belgorod Oblast,-3.4,11,14.4,62.04,65.8
773,2009,Bryansk Oblast,-5.8,11.1,17,63.34,68.9
774,2009,Republic of Buryatia,4.4,17.4,12.9,56.92,56
775,2009,Vladimir Oblast,-7.6,10.8,18.2,64.22,77.5
776,2009,Volgograd Oblast,-3.1,11.4,14.4,63.1,75.6
777,2009,Vologda Oblast,-3.8,12.4,16.3,59.85,69.7
778,2009,Voronezh Oblast,-6.6,10.4,16.5,64.78,62
779,2009,Republic of Dagestan,12.4,18.5,5.9,61.06,44.6
780,2009,Jewish Autonomous Oblast,-1.6,13.2,15.4,57.46,67.4
781,2009,Zabaykalsky Krai,2.2,15.9,13.8,57.6,65.1
782,2009,Ivanovo Oblast,-8,10.6,18.6,64.51,80.9
783,2009,Republic of Ingushetia,15,18.7,4.6,65.52,42.8
784,2009,Irkutsk Oblast,1.3,15.2,14.3,59.14,79.4
785,2009,Kabardino-Balkar Republic,4.2,13.6,9.8,57.53,54.8
786,2009,Kaliningrad Oblast,-3.1,11.5,14.6,57.42,77.2
787,2009,Republic of Kalmykia,4.1,15.1,10.7,54.71,44
788,2009,Kaluga Oblast,-6.2,10.5,16.5,61.95,75.3
789,2009,Kamchatka Krai,0.1,11.9,12.5,49.46,78
790,2009,Karachay-Cherkess Republic,3.5,14.5,10,59.85,44
791,2009,Republic of Karelia,-4,11.5,16.3,58.91,77.5
792,2009,Kemerovo Oblast,-2.6,13.3,16.2,59.57,85.2
